"","Unnamed..0","tissue","endometriosis","severity","p204598_at","p215544_s_at","UBOX5"
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.01932658935093,5.82121620581216,6.42027139758155
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.98601049662204,5.95841838941826,5.97221444302015
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.17238532908527,5.8252663304929,5.99882582978909
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.17567906879401,6.23636752399587,6.70602329639494
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.94088975585814,5.75453204758414,6.34771090172114
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.99322619876287,7.1202615383241,7.55674386854349
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.37616732176616,6.58835763435993,6.98226247806305
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.65795312723366,5.76382811800375,6.21089062261871
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30492379912404,6.41533979991611,6.86013179952008
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.52464120402445,6.26826440637856,6.89645280520151
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.25829414682674,6.70518070116336,7.48173742399505
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.85180875642702,5.90565877207589,6.37873376425146
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.1756224484578,7.22915556874698,7.70238900860239
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.29816200413434,6.4602404755242,6.87920123982927
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.55452523200522,5.56138879524957,5.5579570136274
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.33582805423592,6.30292729056995,6.31937767240293
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.60914792931875,6.73348496710891,7.17131644821383
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.01954820521426,5.56138879524957,5.79046850023192
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04442194986827,6.24758415300265,6.14600305143546
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.92348106364926,6.65361930845023,6.78855018604975
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.9958948005512,5.75838002114718,6.37713741084919
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.45472050683829,6.4832291476109,6.96897482722459
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.24875902407201,5.56138879524957,6.40507390966079
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8232012120135,6.00715144310605,5.91517632755978
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50835950406714,6.0428705524167,6.27561502824192
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.84315677071455,6.09839634115425,6.4707765559344
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.93765440349781,7.15739422363509,7.54752431356645
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.77729066224762,6.19102154168437,5.984156101966
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.24542772001642,6.42767811608993,6.83655291805317
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.9765560389864,6.60872206299049,7.29263905098844
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.44316373868355,6.76607935447848,7.10462154658101
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14172888314472,6.04529161328522,6.59351024821497
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.57066533904737,6.16654760744447,6.36860647324592
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.55167929601297,5.73813497884999,6.14490713743148
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.62512310141253,5.93518426517933,6.78015368329593
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.93978810808418,5.41943642534714,5.67961226671566
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.98726775298161,5.9357672152059,6.46151748409375
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51066286339783,5.57502974385817,5.542846303628
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92561046314732,4.77987312304259,4.85274179309496
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28181784729729,5.97457454123059,6.62819619426394
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.95075208671722,5.68715768908428,6.31895488790075
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.82876602793532,5.89011024705771,5.85943813749651
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.45173886088846,5.56138879524957,5.50656382806902
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.17260568933776,5.0120253419866,5.09231551566218
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.66791425868024,5.4244426776527,5.54617846816647
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.84473411636443,5.67498182196084,6.25985796916263
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.93673342324234,5.76432942692022,6.35053142508128
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.44126716747392,4.41106599705378,4.42616658226385
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.79609304934536,4.92593716557676,4.86101510746106
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67170206154076,4.67306949873423,4.67238578013749
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.90509290586612,4.84274426453241,4.87391858519926
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.78144937993055,4.93733227075053,4.85939082534054
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.43223397590305,4.74936362776135,4.5907988018322
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.54048548103712,4.64971824859728,4.5951018648172
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.68187373583755,5.09073626726946,4.88630500155351
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.45935513318983,5.21375190301568,4.83655351810276
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38075187235055,5.09851127532463,5.23963157383759
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.62981843367993,5.31503758197994,4.97242800782993
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.20247103868246,4.9309955014496,5.06673327006603
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.54695639088015,5.56138879524957,5.55417259306486
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82624314932667,5.06586632530386,4.94605473731527
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75536291550196,4.36046671849269,4.55791481699733
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15154195043933,5.69843689532058,5.92498942287996
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.97247364476571,6.00168132133852,5.98707748305211
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.94294575882574,5.5320507951631,5.73749827699442
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.51726375707341,5.684490983007,6.10087737004021
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.07126865478512,6.37544542456363,7.22335703967437
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.29818606004589,6.06138527308875,6.67978566656732
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69816143521916,5.87965199033667,5.78890671277792
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.64305118851826,6.04768412614726,6.34536765733276
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12808592157371,6.30458290410115,6.71633441283743
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.33322966767548,6.37162982391094,6.85242974579321
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.1934878653702,6.46968389882053,6.83158588209536
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.42540026149709,5.41943642534714,5.92241834342212
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18099379206588,6.6365328409616,6.90876331651374
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.21225183404377,5.81488780789414,5.51356982096896
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.85468889597083,5.89092031681824,5.87280460639453
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.36153354299442,6.00176458212322,6.18164906255882
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.59534610187609,6.49083006680236,6.54308808433922
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.30581226376947,6.7844278720847,7.54512006792709
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.73528475422764,5.94528559548164,5.84028517485464
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.05807833823146,5.60639192325087,5.83223513074116
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.12086881338026,5.73199999930148,5.92643440634087
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18090064707238,6.92823713854285,7.05456889280762
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29107331163826,5.78674454171527,6.03890892667676
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15416294556859,6.16869892840658,6.16143093698759
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01645621090297,6.11098398041726,6.56372009566011
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03898294272021,6.46734348429928,6.75316321350975
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28903852203922,5.85975662436379,6.07439757320151
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.09808430319738,5.862733700884,5.98040900204069
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.78562586849146,6.05083011524994,6.4182279918707
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27305558461961,6.0042248495982,6.6386402171089
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27023418467224,5.72201925020455,6.4961267174384
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75536291550196,4.65750007168672,4.70643149359434
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.6898279426045,4.50505068111105,4.59743931185777
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75536291550196,5.34114441448777,5.04825366499487
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75536291550196,5.41943642534714,5.08739967042455
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.63982094948181,4.88758520078334,4.76370307513258
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.06765042806242,5.56138879524957,4.31451961165599
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.54048548103712,4.87946233504103,4.70997390803907
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.88798946166074,5.14674358864518,5.01736652515296
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.75536291550196,5.19082379882396,4.97309335716296
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.55440337662556,5.13421291617146,4.84430814639851
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.54048548103712,5.13022320080216,4.83535434091964
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.5370774229145,4.6229626901842,4.58002005654935
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.54048548103712,5.10038521646213,4.82043534874962
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.04304596002671,5.27518707936002,4.65911651969336
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.38647267470692,4.62206708773338,4.50426988122015
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.38736676647518,5.19705058246985,4.79220867447252
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.33191419847738,4.87352991795574,4.60272205821656
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38736676647518,4.80030653734592,4.59383665191055
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.54048548103712,4.32707078169565,4.43377813136638
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.21785679611244,4.70342376961494,4.46064028286369
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.34242513754094,4.96306915594016,4.65274714674055
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.53255328013033,4.85644207282228,4.6944976764763
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.85571120941697,4.16207607321597,4.00889364131647
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38736676647518,4.79855639258809,4.59296157953163
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.9993162176135,4.06821103886853,3.53376362824102
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.57017665665422,5.03861674868536,4.80439670266979
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.1215326753195,4.87640282383688,4.49896774957819
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.04828165688363,4.28793776847032,3.66810971267697
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38736676647518,4.54676601127702,4.4670663888761
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.75536291550196,5.41943642534714,5.08739967042455
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.58604075447736,4.87199748609814,4.72901912028775
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.48127328764135,5.40460553236489,4.94293941000312
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.51734350987189,5.11014882570492,4.81374616778841
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95639870707265,4.62203887587916,4.28921879147591
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.89962802213432,5.03827649661361,4.46895225937397
