"","Unnamed..0","tissue","endometriosis","severity","p206016_at","p214037_s_at","CCDC22"
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.71119833196158,7.51870001724518,8.61494917460338
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.95679574281444,7.84949469576752,8.90314521929098
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.5932578169531,9.46434663569398,10.0288022263235
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2511633314309,8.99276862277501,9.62196597710296
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.545771325332,8.70892209514648,9.62734671023924
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2790500793066,8.43682108783361,9.35793558357011
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.7863768214434,8.54855446264234,9.66746564204287
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0015990337822,8.12646613205644,9.06403258291932
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.6042693056301,6.55418877901728,7.57922904232369
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.4417679538924,8.40464706986911,9.42320751188075
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.41557653408121,7.39145279085526,8.40351466246823
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.17142554485043,7.09578537958727,8.13360546221885
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0641383802256,8.05400396272239,9.059071171474
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.5478506960832,8.24006088533627,9.39395579070974
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.6971728417538,7.77131855159829,8.73424569667604
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.53173345916491,7.55285695421156,8.54229520668823
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.72236555080022,6.38089913532406,7.55163234306214
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.3841227847184,7.16187412740885,8.27299845606363
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0071953467244,7.65823353293795,8.83271443983118
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.81545049718831,7.8590081856728,8.83722934143056
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.92037031710083,6.7464645787313,7.33341744791606
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.35500498709124,6.82934757409364,7.59217628059244
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59903064449639,6.8198385696694,7.70943460708289
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.03926671707693,6.34646392439517,7.19286532073605
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.23716415116727,6.79157070161763,7.51436742639245
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.33307483329953,6.93204855388071,7.63256169359012
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2307381574895,6.67686798943799,7.45380307346374
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41022483468967,6.94751500859114,7.67886992164041
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.3383254740399,6.50435633094069,7.42134090249029
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.39186808156303,7.20317007407682,7.79751907781993
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49663572542255,6.71281971819024,7.60472772180639
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22321084703264,6.6403569701691,7.43178390860087
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.24967360144458,7.85905695466925,8.55436527805692
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31623438782841,6.76644060225059,7.5413374950395
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.33307483329953,6.94366679346291,7.63837081338122
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.69220774099821,7.12583847029238,8.40902310564529
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.29848418881699,7.2685291483216,8.2835066685693
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.3830601047057,7.29143657107709,8.3372483378914
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0691310426532,7.83333927738399,8.95123516001859
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4585135062642,8.65187654371479,9.55519502498949
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0104377858314,7.67991185843628,8.84517482213384
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.56520722882818,7.00768239200052,8.28644481041435
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.226291007047,8.23492593175688,9.23060846940194
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.93395216882312,7.65315114701394,8.79355165791853
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.81826590040898,8.20204289493929,9.01015439767414
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.84288037459749,7.91998336169413,8.88143186814581
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.84192076051208,7.17223045342578,8.00707560696893
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.73430425019151,8.15106979184294,8.94268702101722
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.35147675360093,7.20671979380939,8.27909827370516
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.51552939463307,7.50896955225151,8.51224947344229
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.60782446393196,7.70739649565279,8.65761047979237
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4411196920039,8.99655248702099,9.71883608951245
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.79293167157062,8.32040123500239,8.55666645328651
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.96123878996235,7.45010305927926,8.7056709246208
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.60773839628215,7.52483497079737,8.56628668353976
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.48462950819121,7.71350783062737,8.59906866940929
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4354088717037,8.54946227921334,9.49243557545852
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.39553503613503,7.6970695635319,8.54630229983347
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.52167188864667,7.68863633012969,8.60515410938818
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.39323190384532,7.41548037654105,8.40435614019318
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1152818360803,7.51387234898135,8.81457709253083
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.36762847255974,7.5798594978031,8.47374398518142
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.90142331607203,8.15599763419928,9.02871047513566
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0785442259346,7.80368475764535,8.94111449178997
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.84784605182408,7.62877560609681,8.73831082896045
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2481476745863,8.28461532687758,9.26638150073194
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52374285431311,6.21360414862373,6.86867350146842
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.69301458785039,5.62994986902451,6.66148222843745
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.4458673142577,5.80027756148497,6.62307243787133
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.1616407693642,6.07639596346873,7.11901836641646
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.30093749182667,5.87092474596164,6.58593111889416
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.15307849066124,6.23046200294256,6.6917702468019
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.13404519971356,6.37429726830139,6.75417123400748
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.61147337596922,6.26793254751371,6.93970296174147
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.18889714382275,6.18839817545583,7.18864765963929
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.83307779790236,5.3975165801345,6.61529718901843
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.37916566805619,6.91355138992926,7.64635852899273
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.98529998763859,6.27101152065739,7.12815575414799
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.88386854042196,5.54924501580836,6.71655677811516
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.09382314743042,5.95180268078601,7.02281291410821
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16563691977174,6.45714574105622,7.31139133041398
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.05899439677213,6.19031042255251,7.12465240966232
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.19911446578233,6.32288874285274,7.26100160431753
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.8811720104432,6.30968129716683,7.09542665380502
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.33307483329953,6.42818172941656,7.38062828135805
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.33448070328629,6.11583902996915,7.22515986662772
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.36968017528677,6.02030099019107,7.19499058273892
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57104363798687,6.89692532468358,7.73398448133523
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58348674881849,5.50176980611038,6.54262827746443
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.03793449313015,5.97907042666428,7.00850245989722
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.28019105181793,5.98494164457566,7.13256634819679
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.64392346309496,5.96002761451247,6.80197553880372
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.24311207113051,6.08545171153901,7.16428189133476
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.13018841252549,5.85768332724444,6.99393586988496
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.04175403063648,5.91234062246277,6.97704732654962
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78572310657305,6.0346724994305,6.91019780300178
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.17452988171197,6.22604658517109,7.20028823344153
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.09963258678401,6.0870698421241,7.09335121445405
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.0672008304809,5.3906754478151,6.728938139148
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.942128080674,5.58731906987572,6.76472357527486
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.03659174090596,6.09808691114577,7.06733932602586
